join_date,group,city,state,country
2017/3/19,houston data science,Houston,TX,us
2016/7/6,houston data science,Houston,TX,us
2016/11/21,houston data science,Sugar Land,TX,us
2017/7/20,houston data science,Houston,TX,us
2016/11/9,houston data science,Houston,TX,us
2017/4/3,houston data science,Pearland,TX,us
2016/11/6,houston data science,Houston,TX,us
2016/11/20,houston data science,Houston,TX,us
2016/8/8,houston data science,Houston,TX,us
2017/1/23,houston data science,Houston,TX,us
2017/2/12,houston data science,Houston,TX,us
2016/11/12,houston data science,Conroe,TX,us
2017/7/20,houston data science,Houston,TX,us
2016/10/11,houston data science,Houston,TX,us
2017/2/18,houston data science,Conroe,TX,us
2016/8/17,houston data science,Houston,TX,us
2017/3/15,houston data science,Houston,TX,us
2017/4/14,houston data science,Kingwood,TX,us
2017/8/3,houston data science,Houston,TX,us
2016/6/22,houston data science,Humble,TX,us
2017/2/20,houston data science,Austin,TX,us
2016/7/31,houston data science,Cypress,TX,us
2017/6/28,houston data science,Houston,TX,us
2017/1/12,houston data science,Spring,TX,us
2017/6/29,houston data science,Houston,TX,us
2017/7/4,houston data science,San Antonio,TX,us
2016/9/26,houston data science,Houston,TX,us
2016/10/11,houston data science,Houston,TX,us
2017/8/15,houston data science,Houston,TX,us
2017/1/21,houston data science,Houston,TX,us
2017/10/1,houston data science,Houston,TX,us
2016/11/19,houston data science,Missouri City,TX,us
2016/8/1,houston data science,Baltimore,MD,us
2017/7/8,houston data science,Houston,TX,us
2017/4/3,houston data science,Houston,TX,us
2017/8/2,houston data science,Houston,TX,us
2016/6/20,houston data science,Houston,TX,us
2017/1/20,houston data science,Houston,TX,us
2017/3/8,houston data science,Sugar Land,TX,us
2017/9/30,houston data science,Houston,TX,us
2017/5/24,houston data science,Houston,TX,us
2017/1/22,houston data science,Katy,TX,us
2017/6/6,houston data science,Kingwood,TX,us
2017/7/9,houston data science,Houston,TX,us
2017/1/13,houston data science,Angleton,TX,us
2017/8/6,houston data science,Houston,TX,us
2017/7/18,houston data science,Houston,TX,us
2017/4/8,houston data science,Katy,TX,us
2016/10/6,houston data science,Houston,TX,us
2016/12/27,houston data science,Houston,TX,us
2017/8/17,houston data science,Houston,TX,us
2017/9/19,houston data science,Houston,TX,us
2016/6/21,houston data science,Houston,TX,us
2016/6/16,houston data science,Stafford,TX,us
2016/7/3,houston data science,North Richland Hills,TX,us
2017/3/9,houston data science,Seabrook,TX,us
2017/3/9,houston data science,Seabrook,TX,us
2017/2/25,houston data science,Houston,TX,us
2017/3/6,houston data science,Houston,TX,us
2016/6/4,houston data science,San Francisco,CA,us
2017/3/31,houston data science,Houston,TX,us
2017/5/17,houston data science,Houston,TX,us
2017/5/13,houston data science,Dallas,TX,us
2016/6/24,houston data science,Houston,TX,us
2016/6/7,houston data science,Houston,TX,us
2016/11/21,houston data science,Houston,TX,us
2016/8/14,houston data science,Houston,TX,us
2017/4/3,houston data science,Houston,TX,us
2017/8/18,houston data science,Houston,TX,us
2016/9/19,houston data science,Spring,TX,us
2017/9/20,houston data science,Houston,TX,us
2017/8/1,houston data science,Houston,TX,us
2017/4/18,houston data science,Houston,TX,us
2017/2/8,houston data science,Houston,TX,us
2017/1/18,houston data science,Houston,TX,us
2017/3/30,houston data science,Houston,TX,us
2017/6/15,houston data science,Spring,TX,us
2017/8/29,houston data science,Houston,TX,us
2017/4/9,houston data science,Humble,TX,us
2017/1/11,houston data science,Spring,TX,us
2016/12/7,houston data science,Houston,TX,us
2017/4/22,houston data science,Houston,TX,us
2016/10/22,houston data science,Houston,TX,us
2017/8/23,houston data science,Houston,TX,us
2016/8/18,houston data science,Houston,TX,us
2017/2/18,houston data science,Houston,TX,us
2016/10/22,houston data science,Houston,TX,us
2017/8/2,houston data science,Houston,TX,us
2016/11/28,houston data science,Cypress,TX,us
2017/7/25,houston data science,Houston,TX,us
2017/3/21,houston data science,Houston,TX,us
2017/7/18,houston data science,Houston,TX,us
2016/10/25,houston data science,Houston,TX,us
2016/11/12,houston data science,Houston,TX,us
2016/6/5,houston data science,Houston,TX,us
2017/4/10,houston data science,Houston,TX,us
2017/1/16,houston data science,Houston,TX,us
2016/6/23,houston data science,Richmond,TX,us
2017/6/22,houston data science,Houston,TX,us
2016/8/20,houston data science,Houston,TX,us
2016/11/11,houston data science,Houston,TX,us
2017/4/28,houston data science,Houston,TX,us
2017/7/17,houston data science,Houston,TX,us
2017/7/15,houston data science,Houston,TX,us
2016/11/24,houston data science,Houston,TX,us
2017/9/13,houston data science,Houston,TX,us
2017/5/21,houston data science,Houston,TX,us
2016/7/19,houston data science,Houston,TX,us
2016/10/5,houston data science,Houston,TX,us
2016/11/28,houston data science,Houston,TX,us
2017/8/4,houston data science,Houston,TX,us
2016/9/16,houston data science,Houston,TX,us
2017/3/7,houston data science,Houston,TX,us
2016/11/29,houston data science,Katy,TX,us
2017/4/25,houston data science,Katy,TX,us
2017/7/4,houston data science,Houston,TX,us
2017/1/28,houston data science,Sugar Land,TX,us
2016/6/1,houston data science,Houston,TX,us
2016/6/17,houston data science,League City,TX,us
2016/11/27,houston data science,Houston,TX,us
2017/2/8,houston data science,Houston,TX,us
2016/6/6,houston data science,Houston,TX,us
2016/7/4,houston data science,Houston,TX,us
2017/7/22,houston data science,Houston,TX,us
2017/7/5,houston data science,Houston,TX,us
2017/1/10,houston data science,Houston,TX,us
2016/11/28,houston data science,Houston,TX,us
2017/3/21,houston data science,Spring,TX,us
2017/4/23,houston data science,Missouri City,TX,us
2016/12/29,houston data science,Houston,TX,us
2017/1/24,houston data science,Houston,TX,us
2017/9/26,houston data science,Houston,TX,us
2017/2/8,houston data science,Houston,TX,us
2016/8/31,houston data science,Austin,TX,us
2017/1/18,houston data science,Houston,TX,us
2016/6/10,houston data science,Houston,TX,us
2017/1/15,houston data science,Katy,TX,us
2017/7/5,houston data science,Houston,TX,us
2016/10/3,houston data science,North Houston,TX,us
2017/7/14,houston data science,Houston,TX,us
2017/8/12,houston data science,Houston,TX,us
2016/6/24,houston data science,Dripping Springs,TX,us
2017/9/6,houston data science,Houston,TX,us
2017/1/12,houston data science,Houston,TX,us
2016/11/2,houston data science,Houston,TX,us
2017/3/15,houston data science,Houston,TX,us
2016/8/8,houston data science,Bellaire,TX,us
2017/8/7,houston data science,Houston,TX,us
2017/1/8,houston data science,Dallas,TX,us
2016/11/29,houston data science,Bellaire,TX,us
2017/10/11,houston data science,Houston,TX,us
2017/7/26,houston data science,Houston,TX,us
2016/11/11,houston data science,Houston,TX,us
2017/6/20,houston data science,Houston,TX,us
2016/6/1,houston data science,Houston,TX,us
2017/9/26,houston data science,Houston,TX,us
2016/11/14,houston data science,Houston,TX,us
2017/2/4,houston data science,Sugar Land,TX,us
2017/4/13,houston data science,Cypress,TX,us
2016/11/28,houston data science,Cypress,TX,us
2017/8/20,houston data science,Houston,TX,us
2016/6/5,houston data science,Katy,TX,us
2016/11/20,houston data science,Houston,TX,us
2016/6/21,houston data science,Houston,TX,us
2017/8/9,houston data science,Houston,TX,us
2017/8/5,houston data science,Houston,TX,us
2017/6/3,houston data science,Plano,TX,us
2016/7/4,houston data science,Austin,TX,us
2017/7/24,houston data science,Bangalore,,in
2017/4/18,houston data science,Houston,TX,us
2017/3/6,houston data science,Houston,TX,us
2017/1/2,houston data science,Houston,TX,us
2016/6/1,houston data science,Houston,TX,us
2016/7/18,houston data science,Houston,TX,us
2016/6/16,houston data science,Houston,TX,us
2016/11/22,houston data science,Houston,TX,us
2016/6/24,houston data science,Austin,TX,us
2016/9/15,houston data science,Houston,TX,us
2017/7/15,houston data science,Houston,TX,us
2017/9/8,houston data science,Houston,TX,us
2017/9/24,houston data science,Spring,TX,us
2017/5/23,houston data science,New York,NY,us
2016/6/20,houston data science,Houston,TX,us
2017/4/18,houston data science,Houston,TX,us
2016/12/16,houston data science,Austin,TX,us
2016/11/29,houston data science,Houston,TX,us
2016/12/31,houston data science,Spring,TX,us
2016/9/20,houston data science,Houston,TX,us
2017/3/19,houston data science,Houston,TX,us
2017/1/20,houston data science,Houston,TX,us
2017/8/16,houston data science,Houston,TX,us
2017/5/19,houston data science,Houston,TX,us
2016/10/30,houston data science,Houston,TX,us
2016/9/22,houston data science,Houston,TX,us
2016/11/22,houston data science,Humble,TX,us
2016/10/24,houston data science,Sugar Land,TX,us
2016/7/7,houston data science,Bellaire,TX,us
2017/8/15,houston data science,Houston,TX,us
2016/9/21,houston data science,Houston,TX,us
2017/6/7,houston data science,Houston,TX,us
2016/8/15,houston data science,Humble,TX,us
2016/12/23,houston data science,Houston,TX,us
2016/6/28,houston data science,Spring,TX,us
2017/3/7,houston data science,Houston,TX,us
2016/7/8,houston data science,Spring,TX,us
2016/12/25,houston data science,Houston,TX,us
2017/6/5,houston data science,Houston,TX,us
2016/7/29,houston data science,Houston,TX,us
2017/7/9,houston data science,Houston,TX,us
2017/7/21,houston data science,Houston,TX,us
2016/8/21,houston data science,Houston,TX,us
2017/2/4,houston data science,Houston,TX,us
2017/2/7,houston data science,Houston,TX,us
2017/7/22,houston data science,Houston,TX,us
2016/7/19,houston data science,Austin,TX,us
2017/6/5,houston data science,Urbana,IL,us
2017/8/1,houston data science,Houston,TX,us
2016/12/7,houston data science,Houston,TX,us
2017/7/7,houston data science,Katy,TX,us
2017/4/17,houston data science,Houston,TX,us
2017/7/6,houston data science,Houston,TX,us
2016/10/11,houston data science,Houston,TX,us
2017/8/20,houston data science,Houston,TX,us
2016/12/23,houston data science,Houston,TX,us
2017/1/16,houston data science,Houston,TX,us
2016/6/20,houston data science,Dallas,TX,us
2017/3/15,houston data science,Houston,TX,us
2017/8/1,houston data science,Houston,TX,us
2017/4/5,houston data science,Houston,TX,us
2016/11/22,houston data science,Houston,TX,us
2016/10/23,houston data science,Houston,TX,us
2017/10/5,houston data science,Katy,TX,us
2017/4/30,houston data science,Houston,TX,us
2017/2/9,houston data science,Houston,TX,us
2016/7/6,houston data science,Houston,TX,us
2016/6/16,houston data science,Houston,TX,us
2017/7/4,houston data science,Houston,TX,us
2017/7/22,houston data science,Houston,TX,us
2017/8/31,houston data science,Houston,TX,us
2017/8/18,houston data science,Houston,TX,us
2017/2/26,houston data science,Houston,TX,us
2017/2/18,houston data science,Houston,TX,us
2017/8/19,houston data science,Houston,TX,us
2017/2/2,houston data science,Houston,TX,us
2017/6/19,houston data science,Houston,TX,us
2016/10/27,houston data science,Houston,TX,us
2016/11/13,houston data science,Singapore,,sg
2016/8/22,houston data science,Houston,TX,us
2016/10/27,houston data science,Houston,TX,us
2016/11/17,houston data science,Houston,TX,us
2017/2/17,houston data science,Houston,TX,us
2017/8/1,houston data science,Houston,TX,us
2016/6/2,houston data science,Spring,TX,us
2016/12/22,houston data science,Houston,TX,us
2016/10/1,houston data science,Katy,TX,us
2016/12/4,houston data science,Waltham,MA,us
2016/6/20,houston data science,Houston,TX,us
2017/7/15,houston data science,Houston,TX,us
2017/6/14,houston data science,Houston,TX,us
2017/8/1,houston data science,Montgomery,TX,us
2016/11/22,houston data science,Houston,TX,us
2017/5/1,houston data science,Houston,TX,us
2017/9/27,houston data science,Houston,TX,us
2017/3/15,houston data science,Houston,TX,us
2017/4/22,houston data science,Brooklyn,NY,us
2016/8/2,houston data science,Friendswood,TX,us
2016/7/20,houston data science,Crosby,TX,us
2017/6/7,houston data science,Houston,TX,us
2016/9/26,houston data science,Houston,TX,us
2017/4/2,houston data science,Houston,TX,us
2017/7/12,houston data science,Houston,TX,us
2017/2/20,houston data science,Houston,TX,us
2017/1/11,houston data science,Barker,TX,us
2017/7/5,houston data science,Houston,TX,us
2016/9/7,houston data science,Houston,TX,us
2017/5/9,houston data science,Houston,TX,us
2016/8/2,houston data science,Tomball,TX,us
2016/6/21,houston data science,Houston,TX,us
2017/1/20,houston data science,Houston,TX,us
2016/7/17,houston data science,Houston,TX,us
2016/10/11,houston data science,Houston,TX,us
2017/7/8,houston data science,Houston,TX,us
2017/5/16,houston data science,Houston,TX,us
2017/3/24,houston data science,Houston,TX,us
2017/7/31,houston data science,Houston,TX,us
2017/7/11,houston data science,Houston,TX,us
2016/8/9,houston data science,Houston,TX,us
2017/8/5,houston data science,Houston,TX,us
2017/7/18,houston data science,Houston,TX,us
2016/6/15,houston data science,Houston,TX,us
2016/9/25,houston data science,Houston,TX,us
2017/3/8,houston data science,Spring,TX,us
2017/3/12,houston data science,Denver,CO,us
2017/7/17,houston data science,Houston,TX,us
2017/10/11,houston data science,Houston,TX,us
2017/3/2,houston data science,Spring,TX,us
2016/11/29,houston data science,Houston,TX,us
2017/2/16,houston data science,Houston,TX,us
2017/8/17,houston data science,Houston,TX,us
2016/9/14,houston data science,Houston,TX,us
2017/3/25,houston data science,Bellevue,WA,us
2017/10/6,houston data science,Houston,TX,us
2017/7/2,houston data science,Houston,TX,us
2017/7/5,houston data science,Richmond,TX,us
2017/2/25,houston data science,Austin,TX,us
2016/9/28,houston data science,Houston,TX,us
2017/1/17,houston data science,Houston,TX,us
2016/6/10,houston data science,Bear,DE,us
2016/9/23,houston data science,Humble,TX,us
2017/7/6,houston data science,Humble,TX,us
2017/8/8,houston data science,Houston,TX,us
2017/4/3,houston data science,Texas City,TX,us
2016/12/16,houston data science,Hufsmith,TX,us
2017/2/23,houston data science,Houston,TX,us
2016/8/16,houston data science,Houston,TX,us
2017/4/12,houston data science,Houston,TX,us
2017/2/16,houston data science,Houston,TX,us
2017/6/7,houston data science,Kingwood,TX,us
2016/9/7,houston data science,Houston,TX,us
2016/6/8,houston data science,Houston,TX,us
2017/6/27,houston data science,Katy,TX,us
2017/6/27,houston data science,Houston,TX,us
2017/6/29,houston data science,La Porte,TX,us
2016/10/7,houston data science,Houston,TX,us
2017/4/18,houston data science,Katy,TX,us
2016/11/16,houston data science,Houston,TX,us
2016/12/15,houston data science,Spring,TX,us
2017/3/31,houston data science,Katy,TX,us
2017/1/11,houston data science,Houston,TX,us
2017/4/2,houston data science,Houston,TX,us
2016/11/30,houston data science,Houston,TX,us
2017/5/4,houston data science,Houston,TX,us
2017/8/21,houston data science,Houston,TX,us
2016/6/1,houston data science,Houston,TX,us
2016/12/20,houston data science,Katy,TX,us
2017/8/12,houston data science,Houston,TX,us
2016/6/22,houston data science,Houston,TX,us
2017/7/12,houston data science,Houston,TX,us
2017/6/5,houston data science,League City,TX,us
2016/9/17,houston data science,Durham,NC,us
2016/11/3,houston data science,Houston,TX,us
2016/6/1,houston data science,Houston,TX,us
2017/2/2,houston data science,Houston,TX,us
2017/5/12,houston data science,Pearland,TX,us
2017/4/14,houston data science,Houston,TX,us
2017/9/1,houston data science,Houston,TX,us
2016/11/6,houston data science,Houston,TX,us
2017/3/22,houston data science,Houston,TX,us
2017/7/12,houston data science,Houston,TX,us
2016/10/15,houston data science,Houston,TX,us
2017/1/11,houston data science,Houston,TX,us
2016/11/13,houston data science,Houston,TX,us
2016/9/18,houston data science,North Houston,TX,us
2017/4/27,houston data science,Spring,TX,us
2017/2/25,houston data science,Houston,TX,us
2017/6/9,houston data science,Katy,TX,us
2016/6/20,houston data science,Houston,TX,us
2016/6/11,houston data science,Houston,TX,us
2016/8/19,houston data science,Houston,TX,us
2017/7/26,houston data science,Houston,TX,us
2017/6/6,houston data science,Houston,TX,us
2017/3/10,houston data science,Houston,TX,us
2016/7/10,houston data science,Houston,TX,us
2016/7/12,houston data science,Seabrook,TX,us
2017/3/5,houston data science,Houston,TX,us
2016/6/21,houston data science,Houston,TX,us
2016/12/10,houston data science,Houston,TX,us
2017/2/28,houston data science,College Station,TX,us
2016/9/21,houston data science,Houston,TX,us
2017/4/20,houston data science,Chicago,IL,us
2017/1/20,houston data science,Athens,GA,us
2017/10/7,houston data science,Houston,TX,us
2017/6/3,houston data science,Beijing,,cn
2016/7/13,houston data science,Houston,TX,us
2016/11/28,houston data science,Houston,TX,us
2016/10/3,houston data science,Houston,TX,us
2017/1/17,houston data science,Houston,TX,us
2016/10/3,houston data science,Houston,TX,us
2016/11/2,houston data science,Houston,TX,us
2016/8/13,houston data science,Houston,TX,us
2017/4/22,houston data science,Houston,TX,us
2017/7/30,houston data science,Houston,TX,us
2017/3/30,houston data science,Houston,TX,us
2016/9/6,houston data science,Houston,TX,us
2017/5/25,houston data science,New Caney,TX,us
2017/3/21,houston data science,Whippany,NJ,us
2016/9/24,houston data science,Houston,TX,us
2016/12/4,houston data science,Houston,TX,us
2016/8/21,houston data science,Houston,TX,us
2017/8/21,houston data science,Houston,TX,us
2016/10/27,houston data science,Houston,TX,us
2017/3/27,houston data science,Cypress,TX,us
2017/3/6,houston data science,Houston,TX,us
2016/9/25,houston data science,Houston,TX,us
2016/7/27,houston data science,Houston,TX,us
2016/7/3,houston data science,Houston,TX,us
2017/1/13,houston data science,Houston,TX,us
2016/9/21,houston data science,Houston,TX,us
2017/6/14,houston data science,Spring,TX,us
2016/11/28,houston data science,Houston,TX,us
2017/4/6,houston data science,Sugar Land,TX,us
2017/1/16,houston data science,Houston,TX,us
2017/3/15,houston data science,Houston,TX,us
2017/9/22,houston data science,Richardson,TX,us
2017/6/11,houston data science,Houston,TX,us
2016/6/20,houston data science,Houston,TX,us
2017/7/3,houston data science,Houston,TX,us
2016/8/16,houston data science,Houston,TX,us
2016/7/22,houston data science,Houston,TX,us
2016/10/3,houston data science,Houston,TX,us
2017/6/9,houston data science,Houston,TX,us
2017/4/18,houston data science,Spring,TX,us
2016/6/5,houston data science,Houston,TX,us
2016/7/3,houston data science,Seabrook,TX,us
2017/5/26,houston data science,Spring,TX,us
2017/5/31,houston data science,Houston,TX,us
2016/6/21,houston data science,Cincinnati,OH,us
2017/5/16,houston data science,Houston,TX,us
2017/7/4,houston data science,Fulshear,TX,us
2017/2/18,houston data science,Houston,TX,us
2017/9/16,houston data science,Houston,TX,us
2017/7/31,houston data science,Houston,TX,us
2017/2/28,houston data science,Seabrook,TX,us
2016/8/20,houston data science,Cypress,TX,us
2017/6/22,houston data science,Houston,TX,us
2016/6/21,houston data science,Houston,TX,us
2017/8/16,houston data science,Conroe,TX,us
2016/7/4,houston data science,Spring,TX,us
2016/9/20,houston data science,Houston,TX,us
2017/4/11,houston data science,Houston,TX,us
2017/6/6,houston data science,Houston,TX,us
2017/8/3,houston data science,Houston,TX,us
2016/10/4,houston data science,Houston,TX,us
2016/6/4,houston data science,Katy,TX,us
2017/7/10,houston data science,Houston,TX,us
2017/9/10,houston data science,Liberty,TX,us
2016/10/1,houston data science,Houston,TX,us
2017/7/14,houston data science,Houston,TX,us
2016/8/9,houston data science,Houston,TX,us
2016/12/4,houston data science,Spring,TX,us
2016/6/26,houston data science,Houston,TX,us
2016/8/19,houston data science,Houston,TX,us
2017/7/20,houston data science,Houston,TX,us
2017/1/20,houston data science,Katy,TX,us
2017/1/26,houston data science,Darmstadt,,de
2016/8/23,houston data science,Denver,CO,us
2017/6/14,houston data science,Houston,TX,us
2017/10/4,houston data science,Houston,TX,us
2017/1/9,houston data science,Angleton,TX,us
2017/10/7,houston data science,Houston,TX,us
2017/5/15,houston data science,Houston,TX,us
2016/12/30,houston data science,Houston,TX,us
2017/3/11,houston data science,Houston,TX,us
2016/7/5,houston data science,Houston,TX,us
2017/4/20,houston data science,Houston,TX,us
2017/3/8,houston data science,Houston,TX,us
2017/1/4,houston data science,Houston,TX,us
2016/8/4,houston data science,Houston,TX,us
2016/8/20,houston data science,Houston,TX,us
2016/7/12,houston data science,Houston,TX,us
2017/8/13,houston data science,London,17,gb
2017/5/9,houston data science,Spring,TX,us
2016/10/15,houston data science,Spring,TX,us
2017/9/7,houston data science,Houston,TX,us
2017/7/28,houston data science,Bainbridge Island,WA,us
2017/8/31,houston data science,Houston,TX,us
2017/3/28,houston data science,Houston,TX,us
2017/6/5,houston data science,Katy,TX,us
2017/10/2,houston data science,Houston,TX,us
2017/4/3,houston data science,Houston,TX,us
2017/4/6,houston data science,Houston,TX,us
2016/6/1,houston data science,Houston,TX,us
2017/2/24,houston data science,Houston,TX,us
2017/5/27,houston data science,Houston,TX,us
2017/2/21,houston data science,Houston,TX,us
2016/11/26,houston data science,Pearland,TX,us
2016/6/29,houston data science,Alvin,TX,us
2017/7/6,houston data science,Pearland,TX,us
2016/9/5,houston data science,Houston,TX,us
2017/3/29,houston data science,Houston,TX,us
2016/9/9,houston data science,Katy,TX,us
2017/6/7,houston data science,Houston,TX,us
2016/10/13,houston data science,Houston,TX,us
2017/8/12,houston data science,Houston,TX,us
2017/3/26,houston data science,Houston,TX,us
2016/6/28,houston data science,Houston,TX,us
2017/3/31,houston data science,Houston,TX,us
2017/7/28,houston data science,Santa Fe,TX,us
2016/9/11,houston data science,Houston,TX,us
2017/5/10,houston data science,Houston,TX,us
2017/9/6,houston data science,Houston,TX,us
2017/6/8,houston data science,Spring,TX,us
2017/10/11,houston data science,Houston,TX,us
2017/1/25,houston data science,San Francisco,CA,us
2017/2/8,houston data science,Houston,TX,us
2016/7/14,houston data science,Houston,TX,us
2017/1/21,houston data science,Humble,TX,us
2016/10/9,houston data science,Houston,TX,us
2017/7/13,houston data science,Houston,TX,us
2016/9/22,houston data science,Houston,TX,us
2017/4/18,houston data science,Houston,TX,us
2017/4/3,houston data science,Houston,TX,us
2017/4/9,houston data science,Houston,TX,us
2017/6/7,houston data science,Houston,TX,us
2017/7/18,houston data science,Houston,TX,us
2017/4/11,houston data science,Houston,TX,us
2016/8/7,houston data science,Houston,TX,us
2016/6/5,houston data science,Houston,TX,us
2017/7/12,houston data science,Houston,TX,us
2017/10/8,houston data science,Houston,TX,us
2017/2/15,houston data science,Houston,TX,us
2017/3/12,houston data science,Pleasanton,CA,us
2016/7/23,houston data science,Houston,TX,us
2017/8/15,houston data science,Austin,TX,us
2016/10/14,houston data science,Houston,TX,us
2016/9/29,houston data science,Houston,TX,us
2016/6/21,houston data science,Katy,TX,us
2017/4/7,houston data science,Houston,TX,us
2017/6/18,houston data science,Conroe,TX,us
2017/7/25,houston data science,Houston,TX,us
2017/4/9,houston data science,Houston,TX,us
2017/2/1,houston data science,Houston,TX,us
2017/8/16,houston data science,Houston,TX,us
2017/3/6,houston data science,Houston,TX,us
2017/6/14,houston data science,Houston,TX,us
2016/8/29,houston data science,Houston,TX,us
2016/10/11,houston data science,Houston,TX,us
2017/1/7,houston data science,Pearland,TX,us
2016/11/10,houston data science,Houston,TX,us
2017/7/25,houston data science,Houston,TX,us
2016/7/20,houston data science,Missouri City,TX,us
2017/7/2,houston data science,Houston,TX,us
2017/5/30,houston data science,Houston,TX,us
2017/9/19,houston data science,Houston,TX,us
2017/6/27,houston data science,Houston,TX,us
2017/7/23,houston data science,Houston,TX,us
2017/8/13,houston data science,Houston,TX,us
2016/10/25,houston data science,Redlands,CA,us
2016/9/29,houston data science,Katy,TX,us
2017/2/23,houston data science,Houston,TX,us
2016/8/17,houston data science,Fresno,TX,us
2017/1/11,houston data science,Houston,TX,us
2017/5/31,houston data science,Houston,TX,us
2016/10/17,houston data science,Houston,TX,us
2017/7/11,houston data science,Houston,TX,us
2016/10/26,houston data science,Houston,TX,us
2017/7/29,houston data science,Houston,TX,us
2017/3/6,houston data science,Houston,TX,us
2017/1/6,houston data science,Houston,TX,us
2016/10/26,houston data science,Spring,TX,us
2017/8/19,houston data science,San Antonio,TX,us
2017/6/28,houston data science,Houston,TX,us
2016/12/12,houston data science,Houston,TX,us
2016/9/6,houston data science,Bellaire,TX,us
2016/10/16,houston data science,Houston,TX,us
2016/10/5,houston data science,Houston,TX,us
2017/8/12,houston data science,Houston,TX,us
2017/5/12,houston data science,Houston,TX,us
2017/7/30,houston data science,Calgary,AB,ca
2016/12/14,houston data science,Houston,TX,us
2017/4/20,houston data science,Houston,TX,us
2016/9/18,houston data science,Washington,DC,us
2017/3/21,houston data science,Houston,TX,us
2017/10/10,houston data science,Houston,TX,us
2016/6/2,houston data science,Humble,TX,us
2016/9/22,houston data science,Fort Worth,TX,us
2017/2/16,houston data science,Houston,TX,us
2017/1/16,houston data science,Houston,TX,us
2016/8/29,houston data science,Houston,TX,us
2017/1/28,houston data science,Houston,TX,us
2017/1/1,houston data science,Houston,TX,us
2017/5/23,houston data science,Spring,TX,us
2017/7/25,houston data science,Houston,TX,us
2016/6/11,houston data science,Webster,TX,us
2017/8/2,houston data science,Spring,TX,us
2016/7/23,houston data science,Houston,TX,us
2017/8/16,houston data science,Houston,TX,us
2016/6/23,houston data science,Houston,TX,us
2016/12/21,houston data science,Katy,TX,us
2016/11/1,houston data science,Houston,TX,us
2017/7/5,houston data science,Houston,TX,us
2017/9/4,houston data science,Houston,TX,us
2016/7/27,houston data science,Houston,TX,us
2016/12/5,houston data science,Houston,TX,us
2017/10/4,houston data science,Houston,TX,us
2017/8/25,houston data science,Cypress,TX,us
2017/7/6,houston data science,Houston,TX,us
2016/10/19,houston data science,Houston,TX,us
2017/8/7,houston data science,Dallas,TX,us
2016/11/17,houston data science,Houston,TX,us
2016/6/19,houston data science,Houston,TX,us
2017/6/14,houston data science,Spring,TX,us
2017/9/13,houston data science,Stafford,TX,us
2017/8/14,houston data science,Houston,TX,us
2016/7/27,houston data science,Spring,TX,us
2017/1/27,houston data science,Houston,TX,us
2017/7/6,houston data science,Stafford,TX,us
2016/10/8,houston data science,Katy,TX,us
2016/6/20,houston data science,Humble,TX,us
2017/8/23,houston data science,Houston,TX,us
2017/8/4,houston data science,Houston,TX,us
2017/1/21,houston data science,Lubbock,TX,us
2016/11/29,houston data science,Houston,TX,us
2016/9/20,houston data science,Sugar Land,TX,us
2017/5/9,houston data science,Houston,TX,us
2016/6/7,houston data science,Houston,TX,us
2017/3/25,houston data science,Houston,TX,us
2016/8/4,houston data science,Montgomery,TX,us
2016/11/7,houston data science,Houston,TX,us
2017/5/31,houston data science,Houston,TX,us
2017/4/17,houston data science,Houston,TX,us
2017/9/2,houston data science,Houston,TX,us
2016/7/25,houston data science,Alief,TX,us
2017/8/18,houston data science,Houston,TX,us
2017/8/1,houston data science,Houston,TX,us
2016/6/2,houston data science,Houston,TX,us
2016/7/13,houston data science,Spring,TX,us
2017/3/10,houston data science,Houston,TX,us
2016/12/13,houston data science,Spring,TX,us
2016/12/6,houston data science,Houston,TX,us
2016/9/17,houston data science,Houston,TX,us
2017/7/7,houston data science,Houston,TX,us
2017/2/27,houston data science,Houston,TX,us
2016/9/10,houston data science,Houston,TX,us
2016/10/15,houston data science,Houston,TX,us
2017/4/10,houston data science,Spring,TX,us
2017/3/15,houston data science,Houston,TX,us
2017/10/11,houston data science,Houston,TX,us
2017/7/10,houston data science,Houston,TX,us
2017/3/29,houston data science,Los Angeles,CA,us
2017/6/4,houston data science,Houston,TX,us
2017/5/1,houston data science,Houston,TX,us
2017/6/28,houston data science,Spring,TX,us
2017/6/6,houston data science,Houston,TX,us
2017/2/10,houston data science,Houston,TX,us
2017/2/11,houston data science,Houston,TX,us
2017/3/2,houston data science,Houston,TX,us
2017/6/20,houston data science,Houston,TX,us
2017/9/26,houston data science,Houston,TX,us
2017/2/14,houston data science,Houston,TX,us
2016/11/23,houston data science,Houston,TX,us
2017/3/27,houston data science,Houston,TX,us
2017/7/5,houston data science,Houston,TX,us
2016/11/5,houston data science,Katy,TX,us
2016/6/2,houston data science,Houston,TX,us
2017/8/14,houston data science,Houston,TX,us
2016/12/7,houston data science,Houston,TX,us
2016/7/14,houston data science,Houston,TX,us
2016/6/20,houston data science,Houston,TX,us
2017/8/2,houston data science,Houston,TX,us
2016/12/30,houston data science,Sugar Land,TX,us
2016/6/22,houston data science,Houston,TX,us
2017/1/20,houston data science,Houston,TX,us
2017/8/17,houston data science,Houston,TX,us
2017/5/27,houston data science,Humble,TX,us
2017/7/13,houston data science,Houston,TX,us
2016/6/4,houston data science,Pearland,TX,us
2017/1/16,houston data science,Houston,TX,us
